FirstName,LastName,Position,FinalRating,Acc,Speed,Power,Accuracy,Penalty,ShortPass,LongPass,Agility,Control,Strength,Stealing
Kameron,Kaplan,Defender,64.014,62,80,99,75,72,50,43,53,68,63,50
Bryon,Bauer,Midfield,52.313,49,55,52,50,73,64,70,49,53,60,52
Cortez,Shuler,Forward,60.557,58,53,64,74,82,63,68,58,74,41,54
Vance,Gaither,Forward,79.039,85,93,86,74,48,94,64,71,86,72,55
Devante,Ventura,Forward,77.709,77,90,97,68,80,76,73,70,73,57,57
Isiah,Ash,Midfield,74.917,81,69,67,69,80,75,68,93,76,58,61
Ramiro,Bartholomew,Forward,64.413,74,54,64,74,51,65,62,67,67,67,73
Mackenzie,Zink,Goaltender,74.784,74,80,46,66,55,74,75,72,78,87,89
Jamaal,Asher,Defender,68.668,83,75,79,65,66,59,72,63,55,52,81
Jarrod,Corrigan,Goaltender,59.493,52,63,60,75,48,49,69,69,36,80,80
Brennen,Dodson,Midfield,73.454,90,77,69,67,75,77,88,49,53,67,74
Devante,Guidry,Defender,59.759,67,53,56,59,76,58,75,51,47,69,72
Uriah,Ng,Midfield,72.922,51,57,62,83,50,86,82,82,67,83,79
Julius,Carbone,Midfield,67.072,93,62,80,85,68,45,61,58,68,48,70
Jack,Santamaria,Midfield,60.956,68,59,62,68,72,63,61,66,29,55,89
Ricardo,Caswell,Goaltender,63.482,45,58,74,81,50,92,64,56,62,75,54
Shea,Sebastian,Forward,71.859,66,74,82,99,71,64,69,75,38,68,68
Joshua,Schmid,Defender,70.529,77,84,65,87,67,73,77,63,49,71,51
Dayton,Hunt,Forward,71.327,77,83,59,63,76,69,80,47,67,67,82
Johnathan,Haines,Forward,75.848,72,67,69,93,60,64,83,94,72,60,70
River,Woodruff,Midfield,67.205,68,50,62,71,64,79,64,66,72,78,65
German,Moyer,Goaltender,65.476,55,61,56,65,62,80,64,66,73,87,57
Collin,McGee,Forward,72.125,65,69,84,71,68,74,56,77,68,65,79
Kasey,Coyle,Defender,63.615,70,70,71,50,55,72,79,60,66,60,59
Elian,Jordan,Goaltender,73.188,91,68,65,65,86,67,93,50,64,52,83
Jeff,Arreola,Defender,71.593,49,68,61,99,79,75,65,69,86,62,59
Rylan,McQueen,Defender,68.801,80,60,62,58,69,69,66,44,84,94,65
Dayton,Keys,Defender,66.806,80,68,79,67,44,54,61,58,54,99,72
Nigel,Bridges,Forward,68.003,60,62,88,71,64,58,81,83,51,72,55
Colt,Zeigler,Defender,64.679,78,75,46,57,63,52,81,59,65,64,80
Nickolas,Logsdon,Forward,75.715,83,84,63,59,76,77,84,57,80,86,54
Ricardo,Tam,Midfield,71.859,61,72,76,55,65,63,90,76,71,68,77
Ryder,Sebastian,Forward,68.801,62,76,61,63,60,54,78,70,51,84,92
Braiden,Cook,Forward,74.252,77,89,70,55,59,99,79,53,65,67,79
Stephan,Manning,Defender,58.429,72,42,53,70,52,76,83,46,45,65,69
Austyn,Prince,Goaltender,57.499,46,68,64,45,52,59,65,59,75,64,69
Terrence,Kraus,Forward,58.03,61,72,64,70,54,89,25,60,67,46,62
Stone,McKinnon,Forward,73.587,52,89,82,95,58,80,60,48,72,76,75
Trevin,Razo,Forward,57.765,40,61,72,74,62,45,67,60,55,54,78
Ezekiel,Riggs,Midfield,64.679,78,75,69,58,77,54,71,76,42,56,64
Weston,Houck,Forward,73.986,80,62,89,63,80,73,63,71,65,78,66
Adrian,Ragan,Forward,63.349,86,46,71,56,58,69,60,72,53,93,46
Ramsey,Rizzo,Goaltender,72.922,57,53,85,69,73,84,79,81,70,60,71
Blaine,Cooley,Forward,76.114,52,48,83,63,77,78,87,84,55,99,80
Jeremy,Kenny,Midfield,65.476,68,56,82,73,68,63,75,51,87,36,67
Alden,Driscoll,Defender,82.496,69,72,98,98,91,69,99,58,80,59,61
Briar,Puente,Forward,60.291,41,58,60,55,67,74,57,69,67,83,56
Elian,Madrigal,Defender,77.31,72,68,99,99,77,67,60,70,70,73,60
Cruz,Pauley,Midfield,60.424,89,80,53,72,81,46,62,48,67,38,52
Baylor,Koch,Forward,68.402,89,47,76,58,57,65,84,57,94,55,66
Kamron,Burgos,Midfield,67.205,58,86,59,59,71,62,94,56,59,83,52
Ian,Webber,Midfield,62.551,65,76,52,72,66,82,86,51,61,54,39
Dane,Harwood,Goaltender,68.402,44,54,66,93,66,54,99,71,67,69,65
Mikel,Travis,Forward,67.604,85,73,66,28,83,95,92,27,66,61,66
Phillip,Salvador,Forward,70.529,81,71,82,59,65,62,80,68,58,77,61
Draven,Delarosa,Forward,56.302,75,32,64,55,58,53,78,62,54,74,52
Israel,Doughty,Defender,61.753,56,49,83,71,71,75,62,69,48,66,48
Domenic,Doughty,Midfield,68.136,40,67,68,75,99,58,84,57,71,56,71
Jacob,Hamm,Midfield,71.327,93,71,62,79,79,56,74,87,66,61,42
Corbin,Conrad,Defender,69.465,77,69,55,82,73,82,56,73,50,53,86
Brennen,Dye,Forward,65.875,52,64,77,80,73,52,44,78,59,85,65
Sonny,Dunne,Midfield,67.604,76,70,43,71,79,78,61,69,61,50,84
Elvin,Dumas,Defender,64.546,88,68,89,42,82,63,81,54,59,55,38
Alexzander,Magee,Forward,68.402,77,55,90,94,43,84,39,49,69,83,65
Deion,Bach,Defender,66.274,99,56,63,88,65,72,56,44,76,56,57
Niko,Cochran,Midfield,77.443,99,67,73,98,94,77,41,65,77,62,63
Jade,Hoang,Defender,66.008,47,96,75,72,62,53,51,66,55,80,73
Cooper,Doe,Midfield,61.222,49,47,72,68,41,74,73,66,48,60,96
Harris,Briones,Defender,66.673,62,82,74,74,78,80,53,57,66,43,66
Yisroel,Smart,Midfield,73.454,77,73,99,64,73,83,55,61,64,72,65
Jamaal,Dodson,Forward,67.072,51,70,73,92,51,79,71,71,77,53,50
Lorenzo,Nadeau,Defender,70.795,59,67,92,69,83,77,65,76,61,55,62
Irvin,Harder,Goaltender,56.036,47,71,57,36,62,63,76,65,60,58,60
Jamison,Bauer,Midfield,72.258,83,79,77,83,60,84,75,54,56,77,49
Mason,Holder,Defender,73.321,84,87,60,80,85,61,70,69,77,51,61
Pranav,Napier,Midfield,79.172,69,99,92,79,78,68,65,82,82,56,59
Jamison,Klein,Goaltender,73.72,64,82,66,90,56,74,73,90,68,68,57
Israel,Havens,Goaltender,58.296,46,69,58,71,74,59,78,29,69,53,66
Layton,Boone,Defender,69.199,87,70,63,75,66,62,76,73,55,72,55
Conor,Colburn,Forward,71.46,86,60,71,85,77,59,40,46,68,87,92
Zaire,Galvez,Defender,66.54,67,72,63,78,61,82,76,65,41,63,66
Dequan,Crews,Forward,61.62,80,46,66,77,45,62,48,70,59,77,67
Keegan,Clarke,Forward,78.108,72,95,93,99,60,79,84,61,62,60,56
Deandre,Stearns,Midfield,69.332,82,40,78,84,80,68,63,86,49,54,71
Trey,Kitchens,Goaltender,76.247,84,92,52,68,71,62,99,64,79,83,53
Jakob,Hurst,Forward,68.269,83,70,51,57,58,84,81,63,59,64,77
Dashaun,Cornwell,Defender,76.114,64,69,80,50,72,99,68,78,93,69,64
Jonas,Guzman,Forward,58.429,57,56,70,47,59,71,59,61,47,78,68
Trevion,Correa,Midfield,69.066,70,61,44,94,41,95,90,67,74,72,45
Jeff,Langford,Defender,63.881,70,42,70,71,72,65,51,67,77,73,56
Stephen,Feeney,Midfield,63.349,69,63,81,69,55,52,58,44,52,68,99
Kole,Lomax,Midfield,76.114,71,78,67,74,71,78,92,80,64,59,72
Brandt,Schulz,Forward,62.551,60,50,49,66,36,66,99,89,61,66,62
Eddy,Woodruff,Defender,76.114,57,40,99,86,97,85,74,77,66,63,62
Zavier,Schafer,Midfield,67.604,65,88,59,77,55,56,74,93,71,40,64
Vicente,Sheets,Defender,70.795,56,73,61,74,61,87,76,83,69,77,49
Santos,Plummer,Forward,60.291,65,55,56,68,75,79,74,68,20,52,75
Abel,Estep,Midfield,75.848,65,97,77,86,65,61,74,75,85,53,66
Layton,Razo,Midfield,66.008,65,86,59,80,64,73,78,88,46,36,55
Nikhil,Calkins,Midfield,71.593,76,67,74,55,61,71,84,68,66,76,74
Armand,Stanley,Defender,54.972,56,54,61,56,50,45,44,66,49,84,82
Jarret,Lipscomb,Forward,56.435,52,51,59,46,56,68,35,56,81,70,84
Adonis,Travis,Defender,62.95,69,81,48,90,54,72,51,38,58,94,52
Kavon,Pfeifer,Forward,70.396,86,68,46,66,65,55,87,68,96,49,77
Wade,Pfeifer,Defender,59.36,67,64,55,46,58,58,84,72,58,51,67
Dayton,Donohue,Forward,67.205,56,47,45,68,69,69,87,77,54,96,71
Tucker,Compton,Midfield,77.842,72,62,95,54,77,55,90,99,68,75,72
Johnny,Young,Defender,60.557,62,76,49,61,59,56,92,50,51,73,60
Dillon,Dodds,Forward,76.114,79,82,78,53,64,92,86,75,60,75,62
Eliezer,Colon,Midfield,80.9,69,86,88,77,67,78,81,65,79,74,78
Walker,Bertrand,Forward,72.922,68,54,98,73,59,84,88,57,60,67,74
Keelan,Langford,Forward,76.247,91,70,69,83,85,74,88,53,64,67,63
Roderick,Moeller,Midfield,78.906,76,78,95,87,60,72,67,66,82,72,72
Devin,Jauregui,Defender,74.784,63,76,84,99,96,84,59,79,42,47,67
Larry,Ellington,Midfield,73.321,84,88,77,96,62,60,63,65,79,42,69
Simon,McQueen,Midfield,64.014,72,82,57,50,63,77,77,49,79,57,52
Tyriq,Arreola,Defender,67.737,68,67,74,64,57,82,82,62,59,52,76
Lukas,Trinidad,Midfield,59.36,49,54,70,49,54,54,67,64,60,91,68
Jimmy,Templeton,Goaltender,69.066,73,62,56,84,74,60,55,80,57,74,78
Kyle,Chester,Defender,62.418,59,56,86,83,85,64,49,54,51,54,62
Zachery,Thurston,Forward,69.731,62,48,61,83,62,72,81,85,71,61,72
Orlando,Bryson,Midfield,65.078,86,60,55,63,77,65,69,51,92,64,41
Alfredo,Park,Defender,76.114,86,74,70,72,96,67,70,67,68,71,65
Darren,Spann,Goaltender,63.748,66,69,63,69,78,76,50,42,62,64,74
Austyn,Aldrich,Midfield,62.152,59,60,69,63,99,47,59,72,81,62,30
Luis,Manning,Defender,66.008,81,73,57,80,44,68,85,59,63,59,61
Jorden,Aguilera,Midfield,60.69,43,72,65,56,74,70,64,65,73,57,51
Alijah,Larson,Forward,65.078,52,68,70,60,65,66,66,74,71,59,72
Francisco,Grabowski,Defender,61.488,58,77,71,51,61,46,71,63,74,62,62
Ralph,Keefe,Defender,71.327,80,68,55,76,54,61,84,67,73,92,60
Jared,Alford,Defender,68.136,99,54,66,93,68,68,77,41,60,52,68
Ramsey,Swafford,Forward,76.38,68,79,97,56,76,79,59,70,86,57,81
Tyshawn,Fritz,Forward,76.114,99,70,78,63,89,45,61,59,94,61,87
Braedon,Holmes,Defender,71.593,64,75,78,62,70,64,65,64,69,66,95
Frank,Jung,Defender,75.05,65,91,68,78,99,64,88,75,64,60,46
Chaim,Harmon,Midfield,64.147,64,77,64,67,56,55,58,66,71,72,66
Frederick,Winn,Goaltender,75.449,68,74,75,79,88,60,58,66,80,84,69
Fabian,Dowd,Goaltender,69.199,92,67,67,86,77,60,58,63,61,69,54
Samir,Fagan,Defender,58.296,99,55,74,60,47,64,78,53,60,50,32
Mohammed,Driscoll,Defender,76.911,99,49,74,68,67,76,77,86,66,78,72
Trevion,Calabrese,Forward,66.274,69,64,57,63,86,79,73,65,55,51,70
Jaquez,Irving,Midfield,69.199,59,70,76,74,77,72,63,56,89,69,49
Rocco,Bassett,Defender,65.875,65,73,58,65,93,68,70,59,72,56,50
Kavon,Werner,Defender,66.274,82,51,89,70,74,68,61,61,47,72,57
Desmond,Villalobos,Forward,77.975,81,91,81,84,71,63,61,88,90,61,49
Tai,Fairbanks,Defender,65.211,53,71,47,71,62,78,64,65,59,77,77
Juwan,Carrington,Midfield,67.205,56,81,82,80,60,51,70,87,56,59,57
Rayshawn,Trujillo,Defender,75.316,62,63,89,75,85,74,94,74,53,69,62
Rahul,Roldan,Defender,73.055,99,50,55,76,91,79,63,72,80,63,55
Ramon,Newman,Midfield,64.546,78,54,74,55,65,67,52,64,77,61,72
Bishop,Pantoja,Forward,77.709,71,67,71,71,82,58,98,77,81,79,63
Manuel,Field,Defender,65.211,72,59,67,86,73,79,41,51,60,84,52
Javen,Feeney,Defender,69.731,80,72,99,58,67,60,92,77,71,43,39
Ricardo,Campos,Defender,76.778,75,93,75,75,99,66,65,61,59,82,61
William,Aguilar,Forward,77.576,83,51,86,88,90,69,90,76,70,60,54
Austen,Zaragoza,Defender,66.939,99,52,95,45,61,99,55,72,77,41,41
Randolph,Witte,Forward,58.828,81,44,40,56,63,64,50,82,57,71,68
Harvey,Clary,Forward,68.668,76,56,68,91,59,71,71,62,49,79,68
Estevan,Janssen,Forward,69.066,70,56,56,83,72,71,71,81,64,55,74
Lonnie,Loy,Midfield,62.152,45,79,77,52,61,74,77,71,66,33,66
Rickey,Valle,Defender,63.349,82,68,50,53,81,72,70,60,45,62,67
Enrique,Dye,Forward,71.593,58,93,58,65,86,46,69,61,88,67,81
Eleazar,Ashley,Midfield,60.69,64,84,50,67,73,65,78,56,49,68,36
Jamel,Borden,Midfield,72.789,95,51,67,73,87,86,58,82,68,54,60
Jayce,Haynes,Midfield,73.055,89,97,65,99,68,54,66,71,69,51,54
Sincere,Jacoby,Midfield,74.385,73,70,32,99,84,82,87,92,58,47,69
Ernest,Stowe,Defender,64.679,81,77,58,68,64,64,69,51,79,40,69
Jonatan,Correa,Forward,76.114,79,68,71,70,75,72,85,74,53,99,60
Stephon,Prince,Midfield,68.535,30,90,75,84,99,58,64,54,66,60,69
Cedric,Harmon,Midfield,69.731,69,67,81,71,80,65,63,50,92,69,51
Derrick,Burnside,Forward,64.546,51,66,74,65,81,47,69,53,67,83,63
Trae,McKinney,Midfield,63.349,74,61,36,54,87,63,37,79,66,64,89
Jefferson,Beebe,Midfield,77.31,75,89,74,94,70,77,71,58,75,60,72
Marcellus,Tong,Forward,54.706,67,49,60,52,64,60,51,54,41,65,82
Fabian,Arndt,Forward,66.008,66,64,47,46,99,62,86,75,64,68,53
Trent,Beckman,Midfield,67.737,41,69,86,66,52,69,81,82,60,63,74
Braydon,Fortin,Forward,60.025,66,47,51,67,38,57,57,99,67,75,61
Adrien,Iverson,Goaltender,61.62,40,52,78,99,63,61,70,71,48,63,52
Jacoby,Schmid,Defender,68.136,92,91,43,99,24,71,70,52,78,49,77
Santiago,Carver,Defender,73.72,65,61,64,73,87,93,71,65,76,61,72
Carlton,Cullen,Forward,77.842,75,67,71,80,56,82,81,76,78,89,64
Brett,Jankowski,Defender,72.391,86,74,92,69,91,59,73,78,59,62,35
Elvin,Bryan,Midfield,59.892,63,57,88,61,46,42,45,84,69,80,49
Terrance,Butler,Midfield,65.875,76,82,54,66,52,58,73,62,67,60,79
Ruben,Bui,Midfield,68.668,42,51,75,99,74,79,62,61,67,67,73
Curtis,Hines,Defender,65.343,59,59,69,87,58,74,59,58,68,64,70
Clinton,Callahan,Defender,84.49,95,75,86,94,86,89,58,69,66,72,79
Dale,Hagen,Midfield,63.216,83,87,93,69,82,63,48,38,39,67,40
Blaze,Compton,Midfield,67.205,74,80,71,70,67,72,76,58,50,64,57
Gavyn,Webber,Defender,71.992,78,59,44,77,66,75,62,73,68,99,74
Hudson,McNamara,Forward,68.934,62,79,56,69,68,59,64,67,43,86,99
Jaden,Sams,Midfield,69.465,76,40,64,54,74,81,99,54,63,69,82
Emmett,Barrow,Defender,61.753,43,78,70,62,52,70,63,69,51,86,54
Andy,Jung,Midfield,72.258,59,73,65,71,76,84,69,69,72,56,83
Elian,Coons,Defender,70.396,59,60,42,82,71,77,80,82,69,78,63
Payton,Crowley,Defender,63.482,91,59,49,58,63,67,90,48,53,75,58
Greyson,Rector,Defender,68.003,77,69,61,69,49,62,68,50,88,76,76
Camryn,Olivas,Forward,53.776,38,76,45,44,47,59,64,72,81,61,51
Alessandro,Sowers,Forward,70.928,84,67,59,82,68,78,60,59,74,71,65
Ivan,Starling,Midfield,64.945,71,48,67,52,74,44,90,59,58,84,75
Hezekiah,Tripp,Goaltender,66.008,69,91,77,52,83,88,45,56,60,50,59
Loren,Keenan,Defender,77.31,86,95,71,68,67,66,59,98,67,69,69
Jeremiah,Gandy,Defender,69.997,66,84,76,83,66,64,63,73,77,55,53
Turner,Bean,Midfield,62.684,64,56,55,47,66,38,62,80,50,99,88
Terrence,Hanlon,Goaltender,68.136,93,64,47,86,71,74,76,35,43,89,68
Trent,Cochran,Forward,75.449,69,75,67,48,90,84,61,62,85,62,98
Austyn,Ly,Midfield,76.645,76,87,97,93,87,50,64,59,64,63,70
Obed,Bui,Midfield,67.205,49,57,57,62,62,76,59,70,71,82,94
Winston,Valdivia,Forward,75.05,78,46,68,89,72,68,82,51,81,99,64
Dameon,Strong,Midfield,78.906,78,89,49,85,82,72,73,87,63,67,82
Micheal,Carr,Forward,66.806,60,88,76,67,72,38,48,65,64,74,84
Kamron,Cody,Defender,59.36,79,75,61,56,79,52,55,54,68,47,54
Johnnie,Houck,Defender,66.274,60,80,84,89,21,74,72,64,60,70,58
Albert,Ramon,Midfield,70.795,38,66,79,60,96,51,72,71,46,89,98
Kristofer,Lau,Forward,55.637,45,44,65,64,67,87,68,47,56,78,31
Kobie,Harman,Forward,74.119,72,76,73,89,61,52,74,90,59,99,46
Dontae,Wiseman,Midfield,72.922,99,69,72,88,74,72,61,63,66,63,55
Moshe,Clarke,Midfield,56.967,32,62,30,72,82,58,61,50,47,87,81
Vincent,Bach,Midfield,66.673,92,63,73,54,86,67,74,66,67,56,37
Korbin,Arndt,Forward,74.784,84,59,89,54,62,84,75,76,93,74,46
Brad,Calderon,Defender,68.003,76,76,73,88,62,55,38,73,47,74,83
Chaim,Christie,Defender,68.668,52,82,57,66,91,71,68,66,66,65,66
Keyon,Novak,Defender,68.269,73,67,52,50,64,66,80,69,65,64,97
Jordy,Elrod,Defender,70.396,68,65,64,50,74,65,59,72,85,62,99
Ramon,Schmid,Defender,58.695,53,66,42,57,74,69,56,66,76,42,74
Reagan,Porras,Forward,74.917,68,78,60,65,64,75,79,57,68,84,99
Claudio,Kopp,Midfield,68.668,72,73,65,86,66,78,62,69,68,49,62
Juwan,Holguin,Midfield,50.186,28,65,41,45,65,68,56,62,57,82,42
Leroy,Roy,Midfield,63.615,60,81,79,65,65,55,66,69,71,58,43
Marquis,Coffin,Forward,64.546,73,73,48,53,93,49,49,80,66,63,72
John,Bearden,Goaltender,67.87,71,85,69,66,78,60,66,49,56,59,85
Garett,Babb,Defender,70.396,63,77,96,56,77,58,72,38,72,86,68
Desmond,Keenan,Midfield,60.291,81,52,61,68,45,56,54,71,73,60,66
Damian,Spann,Midfield,69.864,90,57,46,81,55,66,91,69,82,55,67
Kolton,London,Forward,73.321,64,72,51,80,68,88,82,56,78,90,56
Markus,Smoot,Forward,69.598,66,46,94,73,62,99,85,52,64,59,57
Dillon,Roberson,Forward,56.568,58,48,70,57,45,56,39,71,48,88,79
German,Cosgrove,Forward,65.343,84,60,59,54,94,59,54,73,57,63,68
Tristen,Calloway,Midfield,75.316,75,49,99,93,97,50,66,80,55,74,62
Bruce,Richmond,Midfield,56.701,80,48,51,78,85,67,59,47,50,40,55
Nicholas,Dubois,Defender,61.753,79,63,81,53,86,70,66,38,82,40,40
Kellen,Harrell,Midfield,70.13,76,55,77,89,69,71,79,76,58,53,58
Rory,Landis,Midfield,66.008,64,67,72,68,48,70,34,61,67,99,80
Tyrique,Jauregui,Defender,64.014,63,54,54,53,66,99,53,61,87,65,60
Ayden,Montgomery,Defender,77.576,74,74,58,84,77,79,63,63,86,77,82
Lincoln,Pickens,Forward,75.05,78,69,77,95,62,84,55,72,56,63,87
Deshaun,Young,Midfield,62.817,66,74,67,93,72,52,50,75,60,43,54
Chris,Lipscomb,Defender,57.765,91,83,49,69,60,56,48,47,73,57,35
Edmund,Bryan,Forward,67.471,62,58,64,96,61,55,56,87,75,83,44
Tyrone,Schulte,Defender,76.645,85,41,74,81,74,85,87,71,75,71,66
Shayne,Joseph,Forward,56.834,50,88,77,39,46,59,66,63,47,62,64
Darian,Muniz,Forward,62.285,54,83,43,81,80,56,71,70,58,60,46
Dylon,Coburn,Defender,69.864,62,78,81,57,66,76,74,67,66,59,73
Genaro,Infante,Defender,59.759,87,45,55,46,56,83,52,84,64,57,54
Dominique,Butcher,Forward,66.806,58,99,63,51,64,51,69,63,96,49,73
Trevion,Ash,Defender,60.424,67,62,81,69,52,78,71,48,55,61,44
Weston,Mohamed,Defender,70.928,73,64,71,92,90,65,59,87,71,45,50
Immanuel,Molina,Midfield,69.864,94,69,57,65,72,53,72,74,73,64,66
Yisroel,Segovia,Defender,64.679,48,76,87,43,65,61,54,69,63,82,72
Ethan,Cormier,Midfield,78.108,63,60,48,98,63,79,97,63,81,99,70
Nikolas,Hensley,Midfield,63.349,57,60,65,60,79,66,68,63,62,65,65
Jared,Crain,Midfield,77.044,80,44,97,77,60,31,80,91,92,66,95
Darrell,Arthur,Goaltender,65.742,48,66,83,56,99,69,61,59,69,62,56
Dustyn,Finn,Midfield,73.853,54,69,78,42,56,74,92,41,85,99,99
Milan,Cannon,Midfield,72.922,55,63,70,81,65,55,75,84,74,85,75
Alek,Hunt,Midfield,55.105,70,52,40,54,70,52,71,67,73,41,58
Timothy,Thorne,Forward,62.684,71,39,72,97,70,76,68,51,52,60,49
Griffin,Britton,Midfield,69.864,42,98,87,70,35,55,83,72,82,64,71
Jamar,Stafford,Forward,63.482,54,54,70,57,67,77,63,62,71,61,75
Zackery,Luce,Forward,56.302,54,87,64,72,71,45,54,54,55,63,38
Alexandro,Guerrero,Forward,59.759,58,65,82,73,39,82,70,40,50,63,61
Trenton,Tidwell,Midfield,66.407,81,74,51,80,41,47,91,81,53,65,69
Brycen,Wertz,Forward,74.917,77,49,66,87,56,94,99,58,74,73,64
Aubrey,Cross,Forward,62.418,76,83,89,80,65,79,44,42,53,24,68
Mackenzie,Bohannon,Defender,69.465,79,46,63,68,75,73,82,80,71,61,58
Rory,Guerra,Midfield,72.391,68,81,70,93,75,68,44,65,59,79,76
Ignacio,Crook,Forward,72.789,83,75,59,83,58,59,75,65,77,84,63
Santino,Turner,Defender,73.72,56,81,75,98,85,80,74,39,63,78,59
Maximus,Bowser,Forward,67.471,73,70,75,70,82,53,72,43,71,63,69
Ladarius,Burks,Goaltender,73.853,77,81,97,78,75,76,39,54,64,49,99
Auston,Hill,Midfield,71.194,57,71,90,91,65,80,76,52,68,57,62
Benny,Travis,Defender,72.524,88,57,68,77,57,90,67,85,70,61,59
Sydney,Jankowski,Defender,55.637,72,60,80,59,50,34,49,56,71,60,61
Benny,Robinson,Midfield,75.582,72,45,76,59,94,77,77,82,72,84,64
Clyde,Harlow,Forward,64.014,73,48,60,79,55,78,75,95,50,54,48
Tre,Tam,Defender,71.726,63,57,89,71,82,65,72,53,67,79,75
Russell,Altamirano,Forward,52.712,48,50,77,52,62,54,82,46,41,73,45
Herman,Sheehan,Forward,73.587,54,82,87,76,86,74,72,54,80,45,77
Quentin,Dodge,Defender,66.806,50,59,70,86,80,81,65,56,91,54,44
Jonathan,Cagle,Defender,61.222,66,59,57,51,66,76,87,73,57,62,40
Jakob,Ayres,Defender,60.69,70,68,71,64,74,42,60,63,37,83,58
Mauricio,Moore,Forward,69.332,80,90,56,86,79,56,63,55,94,52,44
Jevon,Muniz,Defender,78.108,73,68,72,54,94,92,87,41,88,53,99
Quinten,Sowers,Defender,68.934,71,70,61,77,93,59,57,75,63,53,73
Cecil,Guidry,Defender,67.072,61,88,75,76,52,53,57,75,70,47,84
Draven,Zink,Forward,61.355,65,54,65,64,90,66,54,60,75,47,55
Deon,Samples,Forward,58.695,52,47,51,87,83,67,60,50,64,74,40
Paul,Wilks,Defender,70.529,61,77,58,60,82,55,81,63,81,58,88
Dejuan,Cosgrove,Midfield,65.875,67,68,28,68,64,65,99,77,69,68,56
Chad,Ennis,Midfield,62.817,63,51,74,99,56,52,63,69,42,65,72
Eli,Judd,Forward,75.05,42,60,99,87,75,99,67,67,52,63,87
Riley,Lyons,Defender,73.454,74,88,75,96,98,60,76,39,68,50,62
Floyd,Peterson,Defender,68.402,72,53,56,78,71,55,96,69,52,83,63
Bradly,Nicholas,Forward,73.72,65,90,60,51,91,57,74,97,76,67,60
Connor,Fontaine,Midfield,66.407,83,69,86,80,84,74,49,41,64,51,52
Cristofer,Hunt,Goaltender,62.551,68,48,80,69,75,79,58,51,81,40,55
Briar,Joseph,Defender,63.881,54,68,64,48,57,71,75,56,61,84,76
Mackenzie,Oakley,Forward,63.748,61,99,50,88,71,41,72,58,66,49,58
Raekwon,Werner,Forward,63.083,78,58,71,69,55,52,67,59,54,56,89
Tommy,Christie,Goaltender,64.546,66,99,70,64,67,45,63,45,74,77,49
Zachery,Zeigler,Forward,65.476,45,75,96,78,64,59,68,59,77,45,60
Dakotah,Mcafee,Forward,64.413,55,57,87,44,73,76,76,69,75,50,56
Coleton,Lemon,Defender,67.737,80,47,72,77,69,73,55,85,68,62,55
Nicholas,Trejo,Defender,60.424,49,63,68,73,56,65,53,53,71,61,76
Alan,Kopp,Goaltender,66.54,66,77,71,64,70,70,65,63,62,63,63
Skylar,Britton,Defender,68.535,62,65,98,70,68,79,61,57,42,82,65
Lukas,Cannon,Goaltender,56.568,70,81,70,56,54,58,67,41,43,43,76
Triston,Bartholomew,Midfield,69.731,74,70,94,91,81,53,78,68,45,44,60
Clint,Dunne,Midfield,70.928,74,72,66,78,68,56,66,80,71,61,75
Quentin,Baughman,Goaltender,65.211,63,69,71,69,64,66,69,56,44,75,78
Aden,Ma,Defender,70.396,61,86,66,63,64,69,79,55,77,65,78
Valentin,Arthur,Defender,54.972,64,56,66,75,36,33,70,81,45,57,64
Hunter,Bird,Defender,73.986,62,51,74,95,99,76,94,62,56,63,58
Javon,Bell,Forward,64.413,69,64,57,65,76,61,65,45,52,89,75
Avery,Aguilar,Defender,65.343,61,83,68,54,81,74,54,70,43,60,77
Lorenzo,Redden,Defender,76.114,80,62,63,72,80,80,81,85,57,86,60
Toby,Wicks,Forward,65.609,69,70,73,68,67,78,35,59,73,77,58
Kody,Jacoby,Midfield,83.56,99,78,78,87,67,91,93,52,68,72,77
Heath,Donohue,Defender,70.928,71,59,55,46,82,61,67,70,63,99,94
Johnnie,Somers,Defender,76.38,54,73,59,80,64,95,82,93,70,53,85
Avery,Ledford,Midfield,56.036,73,67,67,59,54,56,63,63,65,43,45
Ameer,Ramon,Forward,67.737,32,74,87,87,92,85,68,51,50,74,43
Gianni,Pepper,Forward,67.87,75,63,78,85,59,62,75,52,50,83,62
Jamaal,Douglas,Midfield,61.355,71,60,57,72,78,80,67,44,50,49,67
Varun,Reddick,Midfield,72.524,69,75,86,70,97,74,66,94,40,34,74
Tyshawn,Cooley,Midfield,71.859,79,99,70,98,33,85,43,58,48,83,78
Franklin,Royal,Midfield,70.662,49,69,56,78,89,61,84,78,45,99,57
Norman,Pritchett,Forward,69.997,72,70,58,74,76,64,76,84,71,64,51
Adrian,Cortes,Defender,69.199,80,78,73,59,57,90,70,52,60,64,71
Jalyn,McClellan,Forward,69.199,78,67,87,76,91,59,66,61,69,64,36
Stephon,Guerra,Defender,54.573,70,61,68,69,50,77,47,58,40,54,50
Giancarlo,Dickens,Goaltender,71.327,80,57,99,99,65,60,56,78,54,57,65
Malik,Pritchett,Defender,86.485,84,80,99,86,99,77,64,77,52,89,77
Prince,Franz,Forward,66.407,63,73,72,65,57,72,97,68,47,56,63
Bailey,Hammond,Forward,73.454,79,68,94,81,70,72,78,58,58,66,62
Cameron,Fraley,Midfield,55.637,60,59,99,49,64,62,50,56,44,42,67
